4443  4482 I GGUFNativeStderr: tensor blk.20.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.369  1186  4526 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.thunderbird [CONTEXT service_id=204 ]
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.thunderbird
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.371  1186  4526 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.380  1557  4182 I Pay     : Requested check of feature migrations. [CONTEXT service_id=198 ]
09-19 20:15:06.380  1557  4182 I Pay     : Scheduling sync auth setting task. [CONTEXT service_id=198 ]
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.metrics [CONTEXT service_id=204 ]
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.metrics
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.395  1186  4509 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.405  1557  4349 W Pay     : Active account was null, notification task will be cancelled. [CONTEXT service_id=198 ]
09-19 20:15:06.406  1557  4349 I Pay     : [SeTosMigration] walletJpEligibility is not enabled [CONTEXT service_id=198 ]
09-19 20:15:06.406  1186  4108 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.pay.gcmtask.PayGcmTaskService started execution. cause:7 exec_start_elapsed_seconds: 121 [CONTEXT service_id=218 ]
09-19 20:15:06.407  1557  4349 I Pay     : Wallet install state NOT_INSTALLED [CONTEXT service_id=198 ]
09-19 20:15:06.409  1557  4182 I PhenotypeChangedIntOp: New flags committed. [CONTEXT service_id=247 ]
09-19 20:15:06.409  1557  4349 I Pay     : Migration flag not enabled. [CONTEXT service_id=198 ]
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.security [CONTEXT service_id=204 ]
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.security
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.411  1186  4526 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.416  1186  4476 I NetworkScheduler.Stats: Task com.google.android.gms/com.google.android.gms.pay.gcmtask.PayGcmTaskService finished executing. cause:7 result: 1 elapsed_millis: 16 uptime_millis: 16 exec_start_elapsed_seconds: 121 [CONTEXT service_id=218 ]
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.googlehelp [CONTEXT service_id=204 ]
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.googlehelp
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.424  1186  4130 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.431   560  1999 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:06.434  1186  4527 I PTCommittedOperation: Receive new configuration for com.google.android.gms.autofill
09-19 20:15:06.437  1557  4182 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.437  1557  4198 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.438  1557  4182 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.438  1557  4182 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:15:06.438  1557  2543 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:15:06.438  1557  2543 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:15:06.438  1557  2543 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.autofill [CONTEXT service_id=340 ]
09-19 20:15:06.438  1557  2543 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.439  1557  4183 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:15:06.439  1557  2543 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:15:06.440  1557  2543 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:15:06.440  1557  2543 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.autofill [CONTEXT service_id=204 ]
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.autofill
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.441  1186  4130 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.448  1557  4349 I GmsSyncPolicyEngine: Periodic sync 4 disabled by policy, cancelled.
09-19 20:15:06.448  1557  4349 I GmsSyncPolicyEngine: Periodic sync 7 disabled
09-19 20:15:06.456   560  1999 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.icing [CONTEXT service_id=204 ]
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.icing
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.465  1186  4169 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.playlog.uploader [CONTEXT service_id=204 ]
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.playlog.uploader
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.468  1186  2829 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.480  1557  2543 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.480  1557  2543 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.480  1557  4181 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.481  1557  4199 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:15:06.481  1557  4199 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:15:06.481  1557  4199 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:15:06.481  1557  4199 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.smartdevice [CONTEXT service_id=340 ]
09-19 20:15:06.482  1557  4188 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:15:06.482  1557  4295 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:15:06.482  1557  4162 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:15:06.483  1557  4295 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:15:06.483  1557  4295 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:15:06.485  1186  4171 I PTCommittedOperation: Receive new configuration for com.google.android.gms.smartdevice
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.smartdevice [CONTEXT service_id=204 ]
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.smartdevice
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.486  1186  4509 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.phenotype [CONTEXT service_id=204 ]
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.phenotype
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.489  1186  4130 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.501   560  1995 W IPCThreadState: Sending oneway calls to frozen process.
09-19 20:15:06.508  1186  2829 I PTCommittedOperation: Receive new configuration for com.google.android.gms
09-19 20:15:06.508  1186  2829 I PTCommittedOperation: Running Fixer Framework for com.google.android.gms
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms [CONTEXT service_id=204 ]
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:15:06.510  1186  4130 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.kids#com.google.android.gms [CONTEXT service_id=204 ]
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.kids#com.google.android.gms
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:15:06.516  1186  4509 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
