44128, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.852  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1262]: n_dims = 1, name = a.blk.8.attn_k.input_min, tensor_size=4, offset=2973644160, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1721]: n_dims = 1, name = v.blk.2.attn_v.output_max, tensor_size=4, offset=3219090976, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1722]: n_dims = 1, name = v.blk.2.attn_v.output_min, tensor_size=4, offset=3219091008, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1723]: n_dims = 1, name = v.blk.3.ln1.weight, tensor_size=3072, offset=3219091040, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1724]: n_dims = 1, name = v.blk.3.ffn_down.input_max, tensor_size=4, offset=3219094112, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1725]: n_dims = 1, name = v.blk.3.ffn_down.input_min, tensor_size=4, offset=3219094144, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1726]: n_dims = 2, name = v.blk.3.ffn_down.weight, tensor_size=4718592, offset=3219094176, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1727]: n_dims = 1, name = v.blk.3.ffn_down.output_max, tensor_size=4, offset=3223812768, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1728]: n_dims = 1, name = v.blk.3.ffn_down.output_min, tensor_size=4, offset=3223812800, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1729]: n_dims = 1, name = v.blk.3.ffn_gate.input_max, tensor_size=4, offset=3223812832, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1730]: n_dims = 1, name = v.blk.3.ffn_gate.input_min, tensor_size=4, offset=3223812864, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1731]: n_dims = 2, name = v.blk.3.ffn_gate.weight, tensor_size=4718592, offset=3223812896, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1732]: n_dims = 1, name = v.blk.3.ffn_gate.output_max, tensor_size=4, offset=3228531488, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1733]: n_dims = 1, name = v.blk.3.ffn_gate.output_min, tensor_size=4, offset=3228531520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1734]: n_dims = 1, name = v.blk.3.ffn_up.input_max, tensor_size=4, offset=3228531552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1735]: n_dims = 1, name = v.blk.3.ffn_up.input_min, tensor_size=4, offset=3228531584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1736]: n_dims = 2, name = v.blk.3.ffn_up.weight, tensor_size=4718592, offset=3228531616, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1737]: n_dims = 1, name = v.blk.3.ffn_up.output_max, tensor_size=4, offset=3233250208, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1738]: n_dims = 1, name = v.blk.3.ffn_up.output_min, tensor_size=4, offset=3233250240, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1739]: n_dims = 1, name = v.blk.3.attn_post_norm.weight, tensor_size=3072, offset=3233250272, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1740]: n_dims = 1, name = v.blk.3.ffn_post_norm.weight, tensor_size=3072, offset=3233253344, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1741]: n_dims = 1, name = v.blk.3.ln2.weight, tensor_size=3072, offset=3233256416, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1742]: n_dims = 1, name = v.blk.3.attn_k_norm.weight, tensor_size=256, offset=3233259488, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1743]: n_dims = 1, name = v.blk.3.attn_k.input_max, tensor_size=4, offset=3233259744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1744]: n_dims = 1, name = v.blk.3.attn_k.input_min, tensor_size=4, offset=3233259776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1745]: n_dims = 2, name = v.blk.3.attn_k.weight, tensor_size=1179648, offset=3233259808, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1746]: n_dims = 1, name = v.blk.3.attn_k.output_max, tensor_size=4, offset=3234439456, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1747]: n_dims = 1, name = v.blk.3.attn_k.output_min, tensor_size=4, offset=3234439488, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1748]: n_dims = 1, name = v.blk.3.attn_out.input_max, tensor_size=4, offset=3234439520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1749]: n_dims = 1, name = v.blk.3.attn_out.input_min, tensor_size=4, offset=3234439552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1750]: n_dims = 2, name = v.blk.3.attn_out.weight, tensor_size=1179648, offset=3234439584, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1751]: n_dims = 1, name = v.blk.3.attn_out.output_max, tensor_size=4, offset=3235619232, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1752]: n_dims = 1, name = v.blk.3.attn_out.output_min, tensor_size=4, offset=3235619264, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1753]: n_dims = 1, name = v.blk.3.attn_q_norm.weight, tensor_size=256, offset=3235619296, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1754]: n_dims = 1, name = v.blk.3.attn_q.input_max, tensor_size=4, offset=3235619552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1755]: n_dims = 1, name = v.blk.3.attn_q.input_min, tensor_size=4, offset=3235619584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1756]: n_dims = 2, name = v.blk.3.attn_q.weight, tensor_size=1179648, offset=3235619616, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1757]: n_dims = 1, name = v.blk.3.attn_q.output_max, tensor_size=4, offset=3236799264, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1758]: n_dims = 1, name = v.blk.3.attn_q.output_min, tensor_size=4, offset=3236799296, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1759]: n_dims = 1, name = v.blk.3.attn_v.input_max, tensor_size=4, offset=3236799328, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1760]: n_dims = 1, name = v.blk.3.attn_v.input_min, tensor_size=4, offset=3236799360, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1761]: n_dims = 2, name = v.blk.3.attn_v.weight, tensor_size=1179648, offset=3236799392, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1762]: n_dims = 1, name = v.blk.3.attn_v.output_max, tensor_size=4, offset=3237979040, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1763]: n_dims = 1, name = v.blk.3.attn_v.output_min, tensor_size=4, offset=3237979072, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1764]: n_dims = 1, name = v.blk.4.ln1.weight, tensor_size=3072, offset=3237979104, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1765]: n_dims = 1, name = v.blk.4.ffn_down.input_max, tensor_size=4, offset=3237982176, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1766]: n_dims = 1, name = v.blk.4.ffn_down.input_min, tensor_size=4, offset=3237982208, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1767]: n_dims = 2, name = v.blk.4.ffn_down.weight, tensor_size=4718592, offset=3237982240, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1768]: n_dims = 1, name = v.blk.4.ffn_down.output_max, tensor_size=4, offset=3242700832, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1769]: n_dims = 1, name = v.blk.4.ffn_down.output_min, tensor_size=4, offset=3242700864, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1770]: n_dims = 1, name = v.blk.4.ffn_gate.input_max, tensor_size=4, offset=3242700896, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1771]: n_dims = 1, name = v.blk.4.ffn_gate.input_min, tensor_size=4, offset=3242700928, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1772]: n_dims = 2, name = v.blk.4.ffn_gate.weight, tensor_size=4718592, offset=3242700960, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1773]: n_dims = 1, name = v.blk.4.ffn_gate.output_max, tensor_size=4, offset=3247419552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1774]: n_dims = 1, name = v.blk.4.ffn_gate.output_min, tensor_size=4, offset=3247419584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1775]: n_dims = 1, name = v.blk.4.ffn_up.input_max, tensor_size=4, offset=3247419616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1776]: n_dims = 1, name = v.blk.4.ffn_up.input_min, tensor_size=4, offset=3247419648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1777]: n_dims = 2, name = v.blk.4.ffn_up.weight, tensor_size=4718592, offset=3247419680, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1778]: n_dims = 1, name = v.blk.4.ffn_up.output_max, tensor_size=4, offset=3252138272, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1779]: n_dims = 1, name = v.blk.4.ffn_up.output_min, tensor_size=4, offset=3252138304, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1780]: n_dims = 1, name = v.blk.4.attn_post_norm.weight, tensor_size=3072, offset=3252138336, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1781]: n_dims = 1, name = v.blk.4.ffn_post_norm.weight, tensor_size=3072, offset=3252141408, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1782]: n_dims = 1, name = v.blk.4.ln2.weight, tensor_size=3072, offset=3252144480, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1783]: n_dims = 1, name = v.blk.4.attn_k_norm.weight, tensor_size=256, offset=3252147552, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1784]: n_dims = 1, name = v.blk.4.attn_k.input_max, tensor_size=4, offset=3252147808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1785]: n_dims = 1, name = v.blk.4.attn_k.input_min, tensor_size=4, offset=3252147840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.865  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1786]: n_dims = 2, name = v.blk.4.attn_k.weight, tensor_size=1179648, offset=3252147872, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1787]: n_dims = 1, name = v.blk.4.attn_k.output_max, tensor_size=4, offset=3253327520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1788]: n_dims = 1, name = v.blk.4.attn_k.output_min, tensor_size=4, offset=3253327552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1789]: n_dims = 1, name = v.blk.4.attn_out.input_max, tensor_size=4, offset=3253327584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1790]: n_dims = 1, name = v.blk.4.attn_out.input_min, tensor_size=4, offset=3253327616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1791]: n_dims = 2, name = v.blk.4.attn_out.weight, tensor_size=1179648, offset=3253327648, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1792]: n_dims = 1, name = v.blk.4.attn_out.output_max, tensor_size=4, offset=3254507296, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1793]: n_dims = 1, name = v.blk.4.attn_out.output_min, tensor_size=4, offset=3254507328, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1794]: n_dims = 1, name = v.blk.4.attn_q_norm.weight, tensor_size=256, offset=3254507360, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1795]: n_dims = 1, name = v.blk.4.attn_q.input_max, tensor_size=4, offset=3254507616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1796]: n_dims = 1, name = v.blk.4.attn_q.input_min, tensor_size=4, offset=3254507648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1797]: n_dims = 2, name = v.blk.4.attn_q.weight, tensor_size=1179648, offset=3254507680, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1798]: n_dims = 1, name = v.blk.4.attn_q.output_max, tensor_size=4, offset=3255687328, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1799]: n_dims = 1, name = v.blk.4.attn_q.output_min, tensor_size=4, offset=3255687360, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1800]: n_dims = 1, name = v.blk.4.attn_v.input_max, tensor_size=4, offset=3255687392, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1801]: n_dims = 1, name = v.blk.4.attn_v.input_min, tensor_size=4, offset=3255687424, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1802]: n_dims = 2, name = v.blk.4.attn_v.weight, tensor_size=1179648, offset=3255687456, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1803]: n_dims = 1, name = v.blk.4.attn_v.output_max, tensor_size=4, offset=3256867104, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1804]: n_dims = 1, name = v.blk.4.attn_v.output_min, tensor_size=4, offset=3256867136, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1805]: n_dims = 1, name = v.blk.5.ln1.weight, tensor_size=3072, offset=3256867168, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1806]: n_dims = 1, name = v.blk.5.ffn_down.input_max, tensor_size=4, offset=3256870240, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1807]: n_dims = 1, name = v.blk.5.ffn_down.input_min, tensor_size=4, offset=3256870272, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1808]: n_dims = 2, name = v.blk.5.ffn_down.weight, tensor_size=4718592, offset=3256870304, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1809]: n_dims = 1, name = v.blk.5.ffn_down.output_max, tensor_size=4, offset=3261588896, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1810]: n_dims = 1, name = v.blk.5.ffn_down.output_min, tensor_size=4, offset=3261588928, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1811]: n_dims = 1, name = v.blk.5.ffn_gate.input_max, tensor_size=4, offset=3261588960, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1812]: n_dims = 1, name = v.blk.5.ffn_gate.input_min, tensor_size=4, offset=3261588992, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1813]: n_dims = 2, name = v.blk.5.ffn_gate.weight, tensor_size=4718592, offset=3261589024, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1814]: n_dims = 1, name = v.blk.5.ffn_gate.output_max, tensor_size=4, offset=3266307616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1815]: n_dims = 1, name = v.blk.5.ffn_gate.output_min, tensor_size=4, offset=3266307648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1816]: n_dims = 1, name = v.blk.5.ffn_up.input_max, tensor_size=4, offset=3266307680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1817]: n_dims = 1, name = v.blk.5.ffn_up.input_min, tensor_size=4, offset=3266307712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1818]: n_dims = 2, name = v.blk.5.ffn_up.weight, tensor_size=4718592, offset=3266307744, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1819]: n_dims = 1, name = v.blk.5.ffn_up.output_max, tensor_size=4, offset=3271026336, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1820]: n_dims = 1, name = v.blk.5.ffn_up.output_min, tensor_size=4, offset=3271026368, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1821]: n_dims = 1, name = v.blk.5.attn_post_norm.weight, tensor_size=3072, offset=3271026400, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1822]: n_dims = 1, name = v.blk.5.ffn_post_norm.weight, tensor_size=3072, offset=3271029472, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1823]: n_dims = 1, name = v.blk.5.ln2.weight, tensor_size=3072, offset=3271032544, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1824]: n_dims = 1, name = v.blk.5.attn_k_norm.weight, tensor_size=256, offset=3271035616, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1825]: n_dims = 1, name = v.blk.5.attn_k.input_max, tensor_size=4, offset=3271035872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1826]: n_dims = 1, name = v.blk.5.attn_k.input_min, tensor_size=4, offset=3271035904, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1827]: n_dims = 2, name = v.blk.5.attn_k.weight, tensor_size=1179648, offset=3271035936, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1828]: n_dims = 1, name = v.blk.5.attn_k.output_max, tensor_size=4, offset=3272215584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1829]: n_dims = 1, name = v.blk.5.attn_k.output_min, tensor_size=4, offset=3272215616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1830]: n_dims = 1, name = v.blk.5.attn_out.input_max, tensor_size=4, offset=3272215648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1831]: n_dims = 1, name = v.blk.5.attn_out.input_min, tensor_size=4, offset=3272215680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1832]: n_dims = 2, name = v.blk.5.attn_out.weight, tensor_size=1179648, offset=3272215712, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1833]: n_dims = 1, name = v.blk.5.attn_out.output_max, tensor_size=4, offset=3273395360, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1834]: n_dims = 1, name = v.blk.5.attn_out.output_min, tensor_size=4, offset=3273395392, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1835]: n_dims = 1, name = v.blk.5.attn_q_norm.weight, tensor_size=256, offset=3273395424, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1836]: n_dims = 1, name = v.blk.5.attn_q.input_max, tensor_size=4, offset=3273395680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1837]: n_dims = 1, name = v.blk.5.attn_q.input_min, tensor_size=4, offset=3273395712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1838]: n_dims = 2, name = v.blk.5.attn_q.weight, tensor_size=1179648, offset=3273395744, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1839]: n_dims = 1, name = v.blk.5.attn_q.output_max, tensor_size=4, offset=3274575392, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1840]: n_dims = 1, name = v.blk.5.attn_q.output_min, tensor_size=4, offset=3274575424, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1841]: n_dims = 1, name = v.blk.5.attn_v.input_max, tensor_size=4, offset=3274575456, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1842]: n_dims = 1, name = v.blk.5.attn_v.input_min, tensor_size=4, offset=3274575488, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1843]: n_dims = 2, name = v.blk.5.attn_v.weight, tensor_size=1179648, offset=3274575520, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1844]: n_dims = 1, name = v.blk.5.attn_v.output_max, tensor_size=4, offset=3275755168, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1845]: n_dims = 1, name = v.blk.5.attn_v.output_min, tensor_size=4, offset=3275755200, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1846]: n_dims = 1, name = v.blk.6.ln1.weight, tensor_size=3072, offset=3275755232, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1847]: n_dims = 1, name = v.blk.6.ffn_down.input_max, tensor_size=4, offset=3275758304, shape:[1, 1, 1, 1], type = f32
