 5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.8.attn_v.bias
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.9.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.10.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_v.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_output.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_gate.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_down.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_up.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_q.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_k.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_v.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.attn_output.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_gate.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_down.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.11.ffn_up.input_scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_q.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_k.scale
09-16 23:36:37.399  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_v.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_output.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_gate.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_down.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_up.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_q.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_k.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_v.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.attn_output.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_gate.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_down.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.12.ffn_up.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_q.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_k.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_v.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_output.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_gate.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_down.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_up.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_q.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_k.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_v.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.attn_output.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_gate.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_down.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.13.ffn_up.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_q.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_k.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_v.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_output.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_gate.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_down.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_up.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_q.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_k.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_v.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.attn_output.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_gate.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_down.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.14.ffn_up.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_q.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_k.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_v.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_output.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.ffn_gate.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.ffn_down.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.ffn_up.scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_q.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_k.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_v.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.attn_output.input_scale
09-16 23:36:37.400  5708  5780 I GGUFNativeStderr: create_tensor: loading tensor blk.15.ffn_gate.input_scale
09-16 23:36:37.406  5708  5780 I MESA    : on_vkAllocateMemory: has alloc flags
09-16 23:36:37.406  5708  5780 I MESA    : allocateCoherentMemory: has alloc flags
09-16 23:36:37.407  5708  5780 I GGUFNativeStderr: load_tensors: offloading output layer to GPU
09-16 23:36:37.407  5708  5780 I GGUFNativeStderr: load_tensors: offloading 29 repeating layers to GPU
09-16 23:36:37.407  5708  5780 I GGUFNativeStderr: load_tensors: offloaded 31/31 layers to GPU
09-16 23:36:37.407  5708  5780 I GGUFNativeStderr: load_tensors:      Vulkan0 model buffer size =    98.87 MiB
09-16 23:36:37.575  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.579  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.584  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.586  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.590  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.592  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.596  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.600  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.605  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.607  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.610  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.615  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.618  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.622  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.626  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.630  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.632  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.635  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.642  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.644  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.649  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.652  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.656  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.662  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.665  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.671  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.674  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.678  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.682  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.684  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.688  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.692  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.696  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.698  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.701  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.707  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.709  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.713  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.716  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.720  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.723  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.726  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.730  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.732  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.736  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.740  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.743  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.746  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.749  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.753  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.755  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.759  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.763  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.765  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.769  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.772  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.777  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.779  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.784  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.788  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.791  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.795  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.798  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.805  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.807  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.812  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.819  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.822  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.828  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.832  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.837  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: .
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: 
09-16 23:36:37.842  5708  5780 I GGUFChatNative: GGUF_CPU_THREADS requested=0 available=2 capacities=0 resolved=2
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: constructing llama_context
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_seq_max             = 1
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_ctx                 = 2048
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_ctx_seq             = 2048
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_batch               = 128
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_ubatch              = 32
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: causal_attn           = 1
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: flash_attn            = auto
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: kv_unified            = false
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: freq_base             = 100000.0
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: freq_scale            = 1
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_rs_seq              = 0
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_outputs_max         = 1
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_outputs_max_per_seq = 1
09-16 23:36:37.842  5708  5780 I GGUFNativeStderr: llama_context: n_ctx_seq (2048) < n_ctx_train (8192) -- the full capacity of the model will not be utilized
09-16 23:36:37.843  5708  5780 I GGUFNativeStderr: set_abort_callback: call
09-16 23:36:37.843  5708  5780 I MESA    : on_vkAllocateMemory: has alloc flags
09-16 23:36:37.843  5708  5780 I MESA    : allocateCoherentMemory: has alloc flags
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_context: Vulkan_Host  output buffer size =     0.19 MiB
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   0: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   1: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   2: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   3: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   4: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   5: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   6: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   7: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   8: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer   9: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  10: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  11: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  12: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  13: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  14: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  15: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  16: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  17: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  18: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  19: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  20: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  21: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  22: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  23: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  24: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  25: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  26: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  27: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  28: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I GGUFNativeStderr: llama_kv_cache: layer  29: dev = Vulkan0
09-16 23:36:37.845  5708  5780 I MESA    : on_vkAllocateMemory: has alloc flags
09-16 23:36:37.845  5708  5780 I MESA    : allocateCoherentMemory: has alloc flags
09-16 23:36:37.846  5708  5780 I GGUFNativeStderr: llama_kv_cache:    Vulkan0 KV buffer size =    45.00 MiB
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: llama_kv_cache: size =   45.00 MiB (  2048 cells,  30 layers,  1/1 seqs), K (f16):   22.50 MiB, V (f16):   22.50 MiB
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: llama_kv_cache: attn_rot_k = 0, n_embd_head_k_all = 64
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: llama_kv_cache: attn_rot_v = 0, n_embd_head_k_all = 64
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: llama_context: enumerating backends
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: llama_context: backend_ptrs.size() = 2
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: sched_reserve: reserving ...
09-16 23:36:37.894  5708  5780 I GGUFNativeStderr: sched_reserve: max_nodes = 2176
09-16 23:36:37.895  5708  5780 I GGUFNativeStderr: sched_reserve: reserving full memory module
09-16 23:36:37.895  5708  5780 I GGUFNativeStderr: sched_reserve: worst-case: n_tokens = 32, n_seqs = 1, n_outputs = 1
09-16 23:36:37.895  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =    1, n_seqs =  1, n_outputs =    1
09-16 23:36:37.896  5708  5780 I GGUFNativeStderr: resolve_fused_ops: Flash Attention enabled
09-16 23:36:37.896  5708  5780 I GGUFNativeStderr: resolve_fused_ops: resolving fused DeepSeek V4 HC support:
09-16 23:36:37.896  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =    1, n_seqs =  1, n_outputs =    1
09-16 23:36:37.898  5708  5780 I GGUFNativeStderr: resolve_fused_ops: fused DeepSeek V4 HC pre enabled
09-16 23:36:37.898  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =    1, n_seqs =  1, n_outputs =    1
09-16 23:36:37.899  5708  5780 I GGUFNativeStderr: resolve_fused_ops: fused DeepSeek V4 HC comb enabled
09-16 23:36:37.899  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =    1, n_seqs =  1, n_outputs =    1
09-16 23:36:37.901  5708  5780 I GGUFNativeStderr: resolve_fused_ops: fused DeepSeek V4 HC post enabled
09-16 23:36:37.901  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =   32, n_seqs =  1, n_outputs =    1
09-16 23:36:37.903  5708  5780 I MESA    : on_vkAllocateMemory: has alloc flags
09-16 23:36:37.903  5708  5780 I MESA    : allocateCoherentMemory: has alloc flags
09-16 23:36:37.903  5708  5780 I MESA    : on_vkAllocateMemory: has alloc flags
09-16 23:36:37.903  5708  5780 I MESA    : allocateCoherentMemory: has alloc flags
09-16 23:36:37.904  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =    1, n_seqs =  1, n_outputs =    1
09-16 23:36:37.905  5708  5780 I GGUFNativeStderr: graph_reserve: reserving a graph for ubatch with n_tokens =   32, n_seqs =  1, n_outputs =    1
09-16 23:36:37.907  5708  5780 I GGUFNativeStderr: sched_reserve:    Vulkan0 compute buffer size =     0.83 MiB
09-16 23:36:37.907  5708  5780 I GGUFNativeStderr: sched_reserve: Vulkan_Host compute buffer size =     0.20 MiB
09-16 23:36:37.907  5708  5780 I GGUFNativeStderr: sched_reserve: graph nodes  = 936
09-16 23:36:37.907  5708  5780 I GGUFNativeStderr: sched_reserve: graph splits = 1
09-16 23:36:37.907  5708  5780 I GGUFNativeStderr: sched_reserve: reserve took 13.33 ms, sched copies = 1
09-16 23:36:37.907  5708  5780 I GGUFChatNative: GGUF_CONTEXT_TUNING batch=128 ubatch=32 threads=2 prefix_cache_supported=1
09-16 23:36:37.907  5708  5780 I GGUFChatNative: GGUF_UNIT_LOADED language=Vulkan layers=31 projector=none
09-16 23:36:37.907  5708  5780 I GGUFChatNative: model loaded: n_ctx=2048 projector=none
09-16 23:36:38.635  5708  5721 D EGL_emulation: app_time_stats: avg=170.19ms min=19.56ms max=716.66ms count=9
